Objects
100
,,Global Angle fuselage:fuselage,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
360,0,0.115181,-0.391770,-0.009393,7678.862305,51.488998,1728.941040
361,0,0.115829,-0.392721,-0.010096,7702.992676,51.354866,1730.967529
362,0,0.117472,-0.392156,-0.011949,7727.319824,51.257687,1733.575195
363,0,0.116692,-0.392552,-0.013014,7751.458984,51.272861,1736.127686
364,0,0.115655,-0.393772,-0.013749,7775.666504,50.993366,1738.540771
365,0,0.117759,-0.391707,-0.016257,7799.684082,50.419041,1740.209595
366,0,0.115510,-0.392243,-0.016999,7824.044434,50.230698,1743.269165
367,0,0.115122,-0.392084,-0.017531,7848.347656,49.627949,1745.369019
368,0,0.115065,-0.390460,-0.019752,7872.601562,49.306614,1747.836670
369,0,0.115347,-0.390285,-0.020281,7896.844238,48.739967,1749.873535
370,0,0.113906,-0.389204,-0.020541,7920.908691,48.179386,1751.757080
371,0,0.113834,-0.387317,-0.021446,7944.958496,47.455326,1753.708618
372,0,0.114007,-0.388341,-0.022191,7968.702148,47.018448,1755.185181
373,0,0.114890,-0.386974,-0.021832,7992.752930,46.368198,1756.739136
374,0,0.115555,-0.387748,-0.023218,8016.171387,45.906136,1757.719727
375,0,0.116833,-0.388604,-0.024076,8039.760742,45.725006,1758.846313
376,0,0.121358,-0.387787,-0.024382,8063.148438,45.149471,1758.833618
377,0,0.121177,-0.390694,-0.024275,8086.475586,44.899033,1759.658447
378,0,0.120077,-0.392987,-0.025050,8109.719238,44.842854,1760.598511
379,0,0.115252,-0.396962,-0.026445,8132.302246,44.500210,1761.676636
380,0,0.115464,-0.400301,-0.027008,8155.344238,44.379192,1762.172363
381,0,0.115041,-0.403690,-0.027158,8178.143555,44.332809,1762.526123
382,0,0.115196,-0.406929,-0.027089,8200.633789,44.164463,1762.442749
383,0,0.114883,-0.410529,-0.025926,8223.328125,43.821762,1762.121704
384,0,0.114631,-0.414538,-0.025309,8245.943359,44.004478,1761.685669
385,0,0.119467,-0.416734,-0.023496,8268.861328,43.881512,1760.435669
386,0,0.121129,-0.420701,-0.023762,8291.375000,43.678204,1759.299561
387,0,0.120222,-0.424913,-0.023048,8313.958984,43.302784,1758.572632
388,0,0.118335,-0.428880,-0.022286,8336.691406,42.913555,1758.217529
389,0,0.115225,-0.432527,-0.020927,8359.488281,42.072552,1757.953125
390,0,0.112374,-0.436635,-0.019587,8382.100586,41.319763,1757.497803
391,0,0.107167,-0.440220,-0.018751,8404.632812,40.526363,1757.894287
392,0,0.103714,-0.443842,-0.018385,8427.176758,39.672424,1758.035156
393,0,0.102311,-0.446128,-0.017221,8449.589844,38.740677,1757.887451
394,0,0.100896,-0.448160,-0.016004,8471.815430,37.775913,1757.851562
395,0,0.100044,-0.449512,-0.015139,8494.083008,37.136478,1758.137207
396,0,0.099406,-0.450705,-0.013718,8516.390625,36.284065,1758.677002
397,0,0.100580,-0.451416,-0.012330,8538.541016,35.527584,1758.880127
398,0,0.101228,-0.451331,-0.010531,8560.814453,34.757809,1759.371704
399,0,0.102496,-0.451335,-0.009409,8583.101562,34.170868,1759.866455
400,0,0.103650,-0.450611,-0.007382,8605.875000,33.289673,1761.114868
401,0,0.105085,-0.450382,-0.005698,8628.460938,32.551579,1761.914429
402,0,0.107823,-0.451213,-0.005006,8651.201172,31.844593,1762.508179
403,0,0.110276,-0.449477,-0.002631,8674.504883,30.948954,1763.315186
404,0,0.111811,-0.448498,-0.001636,8697.354492,30.205517,1763.912109
405,0,0.116472,-0.445674,-0.000592,8720.509766,29.606468,1763.847412
406,0,0.117103,-0.443424,0.001178,8743.798828,28.988626,1764.507690
407,0,0.117230,-0.440406,0.002129,8767.107422,28.436977,1765.303833
408,0,0.116561,-0.437489,0.003108,8790.120117,27.985617,1765.639648
409,0,0.115418,-0.434534,0.004401,8813.602539,27.504005,1766.351196
410,0,0.113907,-0.431508,0.005121,8837.079102,27.087074,1767.014648
411,0,0.112253,-0.428618,0.006234,8860.470703,26.577173,1767.219727
412,0,0.110161,-0.425170,0.006922,8883.906250,26.269405,1767.666748
413,0,0.108332,-0.422436,0.007914,8907.633789,25.902323,1768.093872
414,0,0.105774,-0.420803,0.009433,8931.386719,25.511335,1768.604858
415,0,0.104378,-0.419541,0.010897,8955.172852,25.015270,1768.567261
416,0,0.101980,-0.418933,0.012900,8979.045898,24.614521,1768.816406
417,0,0.097036,-0.418218,0.014253,9002.843750,24.481150,1769.677124
418,0,0.100022,-0.418978,0.016877,9027.371094,24.044432,1768.728027
419,0,0.095363,-0.420182,0.018052,9051.486328,24.235268,1768.418457
420,0,0.095508,-0.421725,0.021030,9075.636719,24.262054,1768.096924
421,0,0.094353,-0.422108,0.023222,9100.157227,24.433067,1767.671021
422,0,0.091063,-0.423991,0.026296,9124.319336,24.953558,1767.595581
423,0,0.088079,-0.425771,0.029016,9148.771484,25.547878,1767.385010
424,0,0.084916,-0.428046,0.031906,9173.031250,26.425262,1767.180908
425,0,0.081488,-0.430484,0.034998,9197.228516,27.354698,1766.764771
426,0,0.080620,-0.432674,0.038756,9221.483398,28.143682,1765.976074
427,0,0.070725,-0.434535,0.042512,9245.513672,29.987413,1766.573608
428,0,0.067758,-0.436795,0.046389,9269.761719,31.235271,1765.656616
429,0,0.063968,-0.439203,0.050765,9294.065430,32.778275,1764.765137
430,0,0.056910,-0.444244,0.055417,9318.349609,34.106804,1763.708862
431,0,0.053058,-0.446562,0.059678,9342.583984,35.814049,1762.986328
432,0,0.048670,-0.448748,0.064319,9366.882812,37.838223,1762.469238
433,0,0.044464,-0.451008,0.069106,9391.095703,39.992470,1761.918213
434,0,0.039737,-0.452647,0.074184,9415.373047,42.418129,1761.580200
435,0,0.035304,-0.454263,0.079595,9439.484375,44.961975,1761.392944
436,0,0.033064,-0.455431,0.084797,9463.721680,47.840683,1761.404663
437,0,0.028344,-0.456371,0.090736,9487.789062,50.587166,1761.500488
438,0,0.024823,-0.458098,0.096041,9511.636719,53.378387,1761.334473
439,0,0.020870,-0.459891,0.101721,9535.420898,56.391396,1761.438843
440,0,0.017438,-0.461915,0.107583,9559.189453,59.464275,1761.659180
441,0,0.013792,-0.463844,0.113713,9582.762695,62.684475,1762.046265
442,0,0.001999,-0.466983,0.117464,9606.409180,66.075096,1762.530884
443,0,0.001022,-0.469306,0.123478,9629.943359,69.656174,1763.186523
444,0,-0.002678,-0.472571,0.129875,9653.494141,73.513878,1763.797119
445,0,0.004632,-0.472917,0.137082,9677.536133,77.185150,1764.336914
446,0,0.003075,-0.475247,0.142564,9701.224609,81.188004,1764.951660
447,0,0.002019,-0.477008,0.147728,9724.922852,85.344063,1765.678223
448,0,0.000861,-0.477664,0.152882,9748.662109,89.785973,1766.524170
449,0,0.000231,-0.478288,0.157506,9772.240234,94.544563,1767.291870
450,0,-0.000160,-0.477234,0.162043,9795.722656,99.425430,1768.109619
451,0,-0.001202,-0.475623,0.166391,9819.097656,104.713303,1769.063477
452,0,-0.002758,-0.472741,0.170538,9842.272461,110.240685,1770.187012
453,0,-0.003445,-0.469605,0.174290,9865.490234,115.674095,1770.945312
454,0,-0.005486,-0.466325,0.178675,9888.476562,121.545418,1772.017578
455,0,-0.007593,-0.463310,0.182888,9911.458008,127.434555,1773.007080
456,0,-0.010536,-0.460598,0.187522,9934.378906,133.442352,1774.035400
457,0,-0.013384,-0.457772,0.192263,9957.192383,139.361160,1774.906250
458,0,-0.016982,-0.455374,0.197359,9979.846680,145.303726,1775.646851
459,0,-0.021250,-0.453038,0.202906,10002.375977,151.245010,1776.298218
460,0,-0.024724,-0.451120,0.208313,10024.727539,157.116791,1776.375732
461,0,-0.030469,-0.449485,0.214003,10046.845703,162.968414,1776.939453
462,0,-0.035974,-0.448855,0.220015,10068.914062,169.066452,1777.219238
463,0,-0.040506,-0.448028,0.225596,10090.837891,175.241516,1777.051147
464,0,-0.047435,-0.447753,0.231303,10112.499023,181.595947,1777.189453
465,0,-0.053076,-0.447731,0.236831,10134.153320,187.932632,1777.091431
466,0,-0.059320,-0.448627,0.242585,10155.470703,194.437805,1776.899658
467,0,-0.065729,-0.450204,0.248402,10176.539062,201.139740,1776.777588
468,0,-0.071416,-0.451452,0.254349,10197.558594,207.948074,1776.647705
469,0,-0.078589,-0.453320,0.260808,10218.369141,215.092117,1776.648560
470,0,-0.084632,-0.455421,0.267100,10239.021484,222.214218,1776.443848
471,0,-0.090403,-0.458002,0.273950,10259.477539,229.440903,1776.165894
472,0,-0.096692,-0.460977,0.280495,10279.808594,236.643631,1776.117188
473,0,-0.103208,-0.463457,0.287905,10299.831055,244.169342,1775.957886
474,0,-0.109441,-0.465668,0.295641,10319.718750,251.519409,1775.637329
475,0,-0.115700,-0.467386,0.303306,10339.359375,259.107513,1775.373535
476,0,-0.121705,-0.468504,0.311277,10358.924805,266.627136,1775.235718
477,0,-0.127926,-0.468966,0.319246,10378.098633,274.494781,1775.095215
478,0,-0.133782,-0.469162,0.327213,10396.956055,282.452576,1774.855225
479,0,-0.139972,-0.468778,0.335411,10415.797852,290.677704,1775.030884
480,0,-0.145820,-0.467755,0.343612,10434.362305,298.906250,1774.919800
481,0,-0.152180,-0.466524,0.352309,10452.819336,307.335938,1774.969482
482,0,-0.158178,-0.465367,0.360895,10471.204102,315.843079,1774.951660
483,0,-0.164131,-0.463721,0.369961,10489.403320,324.150940,1774.787476
484,0,-0.170034,-0.461533,0.379429,10507.513672,332.640472,1774.665161
485,0,-0.176706,-0.459795,0.388549,10525.626953,341.046265,1775.203735
486,0,-0.182872,-0.458152,0.398422,10543.553711,349.550110,1775.382080
487,0,-0.188983,-0.455524,0.407666,10561.320312,358.196259,1775.514282
488,0,-0.194342,-0.453761,0.417614,10579.058594,366.797394,1775.562500
489,0,-0.199488,-0.451260,0.427328,10596.797852,375.715759,1775.736572
490,0,-0.203692,-0.448724,0.437016,10614.427734,384.628784,1775.601562
491,0,-0.209314,-0.445200,0.446851,10631.951172,393.733246,1775.865601
492,0,-0.213805,-0.441646,0.456093,10649.249023,402.809204,1775.882690
493,0,-0.218188,-0.438207,0.465406,10666.527344,411.984406,1775.923096
494,0,-0.222946,-0.433881,0.474691,10683.721680,421.355072,1776.023926
495,0,-0.227496,-0.430300,0.483929,10700.794922,430.670227,1776.246094
496,0,-0.231699,-0.426059,0.493016,10717.873047,440.344604,1776.238037
497,0,-0.235763,-0.422098,0.502093,10734.796875,450.196503,1776.191528
498,0,-0.239847,-0.418336,0.511230,10751.696289,460.076141,1776.222168
499,0,-0.245559,-0.415962,0.520348,10768.320312,470.002594,1776.571533
500,0,-0.250230,-0.413408,0.529764,10784.720703,480.067474,1776.560669
501,0,-0.254828,-0.411235,0.539464,10801.109375,490.044189,1776.660645
502,0,-0.259668,-0.409613,0.549352,10817.271484,500.229889,1776.744141
503,0,-0.264944,-0.408500,0.559444,10833.241211,510.626251,1776.957764
504,0,-0.269597,-0.408432,0.569583,10849.052734,520.963623,1777.114014
505,0,-0.274343,-0.408641,0.579519,10864.577148,531.514893,1777.216797
506,0,-0.279083,-0.409936,0.590157,10879.956055,542.081665,1777.300659
507,0,-0.283817,-0.411396,0.600766,10895.279297,552.878357,1777.657227
508,0,-0.288159,-0.413030,0.610967,10910.124023,563.734802,1777.800781
509,0,-0.292078,-0.415010,0.621266,10924.849609,574.767883,1778.038330
510,0,-0.295660,-0.417102,0.631330,10939.244141,586.081665,1778.319458
511,0,-0.298497,-0.419318,0.641320,10953.391602,597.523621,1778.390381
512,0,-0.301466,-0.421787,0.651485,10967.220703,609.431702,1778.487549
513,0,-0.303712,-0.424655,0.661883,10980.758789,621.417603,1778.447754
514,0,-0.306749,-0.427077,0.672096,10994.012695,633.648315,1778.530273
515,0,-0.308852,-0.430011,0.682157,11007.102539,646.005493,1778.605835
516,0,-0.311900,-0.432804,0.692994,11019.828125,658.632141,1778.394409
517,0,-0.314845,-0.436155,0.703823,11032.341797,671.334595,1778.237427
518,0,-0.318010,-0.439996,0.715130,11044.657227,684.259644,1778.439941
519,0,-0.321687,-0.444020,0.726790,11056.581055,697.341736,1778.276367
520,0,-0.325970,-0.447161,0.738690,11068.379883,710.707031,1778.371338
521,0,-0.330040,-0.450605,0.750248,11079.756836,724.212708,1778.438232
522,0,-0.334147,-0.455311,0.762497,11090.846680,737.758728,1778.500000
523,0,-0.338567,-0.459133,0.774966,11101.724609,751.679626,1778.859009
524,0,-0.342473,-0.463200,0.787378,11112.069336,765.588745,1778.948975
525,0,-0.346583,-0.467206,0.799973,11122.064453,779.945374,1779.005005
526,0,-0.350866,-0.469114,0.811714,11131.791992,794.054260,1778.733521
527,0,-0.354514,-0.473168,0.824614,11141.028320,808.722595,1778.774048
528,0,-0.357256,-0.477618,0.837610,11149.893555,823.404236,1778.859741
529,0,-0.359873,-0.482135,0.850591,11158.391602,838.186340,1778.796875
530,0,-0.361890,-0.487247,0.863785,11166.534180,853.138977,1778.825684
531,0,-0.364183,-0.491813,0.877176,11174.250000,868.236938,1778.716309
532,0,-0.365894,-0.496572,0.890711,11181.671875,883.407776,1778.521973
533,0,-0.367455,-0.501287,0.904338,11188.647461,898.654785,1778.412598
534,0,-0.369240,-0.505209,0.918228,11195.366211,914.033325,1778.207520
535,0,-0.370335,-0.509093,0.931971,11201.714844,929.478943,1777.840820
536,0,-0.371385,-0.512936,0.946035,11207.763672,944.958862,1777.609863
537,0,-0.372147,-0.516643,0.960071,11213.452148,960.492554,1777.225220
538,0,-0.372852,-0.519851,0.974348,11218.836914,976.203857,1776.828125
539,0,-0.373565,-0.522858,0.988796,11223.880859,991.946472,1776.513428
540,0,-0.373887,-0.525416,1.003256,11228.653320,1007.723816,1776.128906
541,0,-0.373742,-0.528017,1.017824,11233.067383,1023.514771,1775.569580
542,0,-0.373675,-0.529940,1.032567,11237.183594,1039.346924,1775.067383
543,0,-0.373551,-0.531241,1.047138,11240.995117,1055.334839,1774.706543
544,0,-0.373289,-0.532076,1.061724,11244.481445,1071.352051,1774.291992
545,0,-0.372718,-0.533266,1.076596,11247.581055,1087.304443,1773.848755
546,0,-0.371995,-0.534217,1.091321,11250.379883,1103.531738,1773.592407
547,0,-0.371002,-0.535498,1.106245,11252.844727,1119.769653,1773.301392
548,0,-0.370104,-0.536778,1.121388,11254.985352,1136.014893,1772.945068
549,0,-0.369151,-0.538272,1.136663,11256.824219,1152.272217,1772.688721
550,0,-0.366941,-0.542032,1.152727,11258.119141,1168.544556,1772.587646
551,0,-0.366452,-0.543770,1.168103,11259.297852,1184.813110,1772.362427
552,0,-0.365621,-0.546009,1.183769,11260.179688,1201.073730,1772.312866
553,0,-0.364868,-0.548668,1.199220,11260.591797,1217.187622,1772.108643
554,0,-0.364381,-0.551185,1.215073,11260.749023,1233.422974,1772.119507
555,0,-0.363518,-0.554211,1.230615,11260.426758,1249.438477,1771.918945
556,0,-0.362582,-0.558068,1.246726,11259.833984,1265.416748,1771.701294
557,0,-0.362020,-0.561134,1.262402,11258.892578,1281.332642,1771.506470
558,0,-0.362298,-0.563574,1.277774,11257.761719,1297.150513,1771.124878
559,0,-0.360752,-0.568411,1.294326,11255.963867,1312.864624,1771.124634
560,0,-0.360225,-0.572055,1.309997,11253.951172,1328.270142,1770.893311
561,0,-0.360666,-0.574847,1.325485,11251.922852,1343.865723,1770.712646
562,0,-0.360241,-0.578481,1.341329,11249.391602,1359.325439,1770.483276
563,0,-0.359098,-0.583891,1.358147,11246.394531,1374.722778,1770.456421
564,0,-0.358711,-0.587806,1.373987,11243.285156,1389.904297,1770.105713
565,0,-0.358851,-0.592514,1.390319,11239.872070,1405.086060,1769.813354
566,0,-0.359563,-0.596838,1.406591,11236.437500,1420.226685,1769.520996
567,0,-0.360269,-0.601419,1.423074,11232.790039,1435.257324,1769.342529
568,0,-0.361134,-0.606572,1.439709,11228.939453,1450.363770,1769.126953
569,0,-0.361814,-0.611784,1.456459,11224.991211,1465.523315,1769.085327
570,0,-0.362812,-0.616966,1.473086,11220.825195,1480.739258,1768.966064
571,0,-0.363582,-0.621876,1.489813,11216.490234,1496.067261,1768.890747
572,0,-0.364482,-0.626384,1.506194,11211.872070,1511.361206,1768.757446
573,0,-0.365502,-0.630731,1.522391,11207.120117,1526.616821,1769.002441
574,0,-0.366435,-0.634316,1.538082,11201.965820,1541.752197,1768.924194
575,0,-0.366964,-0.637692,1.553510,11196.596680,1556.890747,1769.051636
576,0,-0.367172,-0.640817,1.568523,11190.783203,1571.773315,1768.930542
577,0,-0.368670,-0.644596,1.583707,11184.490234,1586.683960,1769.135742
578,0,-0.368185,-0.647335,1.598217,11178.058594,1601.377808,1768.872437
579,0,-0.367607,-0.650417,1.612681,11171.196289,1615.936279,1768.464966
580,0,-0.367386,-0.653361,1.626920,11164.218750,1630.412964,1768.204712
581,0,-0.364801,-0.655591,1.640596,11157.142578,1644.684448,1767.553101
582,0,-0.364201,-0.658453,1.653967,11149.679688,1658.935059,1767.253662
583,0,-0.362904,-0.662004,1.667799,11142.003906,1673.105225,1766.805054
584,0,-0.361887,-0.664848,1.681268,11133.934570,1687.246826,1766.534912
585,0,-0.360190,-0.667967,1.694446,11125.606445,1701.096558,1765.744141
586,0,-0.358648,-0.670271,1.707290,11117.092773,1714.963867,1765.032715
587,0,-0.356680,-0.672821,1.720352,11108.353516,1728.775879,1764.221191
588,0,-0.355033,-0.674975,1.733178,11099.273438,1742.344727,1763.276611
589,0,-0.353372,-0.676782,1.745895,11090.051758,1755.940674,1762.424194
590,0,-0.353093,-0.679336,1.758830,11080.392578,1769.303345,1761.658813
591,0,-0.352287,-0.680027,1.770982,11070.604492,1782.516113,1760.717529
592,0,-0.351397,-0.681438,1.783750,11060.702148,1795.581055,1759.745972
593,0,-0.351234,-0.682319,1.796228,11050.447266,1808.468262,1758.606812
594,0,-0.351293,-0.683073,1.808778,11040.074219,1821.275635,1757.636963
595,0,-0.350698,-0.684706,1.821614,11029.521484,1833.836670,1756.541260
596,0,-0.350962,-0.686073,1.834356,11018.648438,1846.288696,1755.514771
597,0,-0.350508,-0.688101,1.847564,11007.656250,1858.557495,1754.561279
598,0,-0.350651,-0.689573,1.860432,10996.351562,1870.865112,1753.463501
599,0,-0.349876,-0.691294,1.873630,10984.886719,1883.059082,1752.323730
600,0,-0.349371,-0.692889,1.886892,10973.104492,1895.188599,1751.124512
601,0,-0.348536,-0.694206,1.900033,10961.113281,1907.222900,1749.805908
602,0,-0.347529,-0.695535,1.913281,10948.989258,1919.016724,1748.524292
603,0,-0.347079,-0.696451,1.926277,10936.533203,1930.812500,1747.173218
604,0,-0.345882,-0.697698,1.939765,10923.982422,1942.458496,1745.873047
605,0,-0.344946,-0.698878,1.953345,10911.062500,1954.033325,1744.539185
606,0,-0.344461,-0.699337,1.966594,10898.159180,1965.404907,1743.308594
607,0,-0.343208,-0.700280,1.980508,10884.946289,1976.593384,1742.022827
608,0,-0.341994,-0.700631,1.994291,10871.521484,1987.673950,1740.648926
609,0,-0.340967,-0.700610,2.007888,10857.848633,1998.630981,1739.262329
610,0,-0.340209,-0.699926,2.021458,10843.874023,2009.749634,1737.622314
611,0,-0.338482,-0.699819,2.035362,10829.791016,2020.507812,1736.236328
612,0,-0.336696,-0.699395,2.049303,10815.276367,2031.189453,1734.581665
613,0,-0.335111,-0.698574,2.062900,10800.625977,2041.699829,1733.027344
614,0,-0.333106,-0.698198,2.076959,10785.749023,2052.099609,1731.391479
615,0,-0.332137,-0.697100,2.090330,10770.699219,2062.415283,1729.392944
616,0,-0.330276,-0.696524,2.104299,10755.486328,2072.403809,1727.658936
617,0,-0.325953,-0.697322,2.119654,10740.064453,2082.008789,1726.246338
618,0,-0.323490,-0.697541,2.134045,10724.478516,2091.641113,1724.333130
619,0,-0.322654,-0.697164,2.148022,10708.810547,2101.215088,1722.341553
620,0,-0.319655,-0.698035,2.162853,10692.978516,2110.692139,1720.349609
621,0,-0.316737,-0.699419,2.177742,10676.819336,2119.921875,1718.413330
622,0,-0.313640,-0.700578,2.192713,10660.471680,2128.982910,1716.650635
623,0,-0.309700,-0.702437,2.208042,10643.884766,2137.914551,1714.816895
624,0,-0.305292,-0.704224,2.223440,10627.088867,2146.587891,1712.898193
625,0,-0.300905,-0.705724,2.238622,10610.105469,2154.962891,1711.165161
626,0,-0.295872,-0.707410,2.253884,10592.868164,2163.122070,1709.197021
627,0,-0.289890,-0.708854,2.269264,10575.367188,2170.965820,1707.140747
628,0,-0.285202,-0.709579,2.284540,10557.768555,2178.576416,1705.080566
629,0,-0.279919,-0.710720,2.299555,10539.952148,2186.112793,1703.170410
630,0,-0.274230,-0.711327,2.315035,10521.848633,2193.234619,1700.938599
631,0,-0.269517,-0.711473,2.329529,10503.624023,2200.154541,1698.788452
632,0,-0.264381,-0.711462,2.344181,10485.200195,2206.926758,1696.557251
633,0,-0.259626,-0.710297,2.358153,10466.579102,2213.319824,1694.279419
634,0,-0.254056,-0.709503,2.372420,10447.709961,2219.374023,1691.879883
635,0,-0.248518,-0.707860,2.386349,10428.605469,2225.121826,1689.247559
636,0,-0.242637,-0.705933,2.399932,10409.117188,2230.518311,1686.621948
637,0,-0.237061,-0.703764,2.413513,10389.474609,2235.716064,1683.773804
638,0,-0.230193,-0.702049,2.427422,10369.543945,2240.550781,1680.920898
639,0,-0.223897,-0.700642,2.440304,10349.524414,2245.188477,1678.268311
640,0,-0.217308,-0.699627,2.453568,10329.316406,2249.463379,1675.690063
641,0,-0.210782,-0.699007,2.466373,10308.770508,2253.574951,1673.002319
642,0,-0.203884,-0.698386,2.479523,10288.106445,2257.320801,1670.364380
643,0,-0.196979,-0.698165,2.492754,10267.263672,2260.844238,1667.692261
644,0,-0.190164,-0.698109,2.506098,10246.262695,2264.097168,1665.166870
645,0,-0.183317,-0.698332,2.519052,10225.152344,2267.050293,1662.626709
646,0,-0.177828,-0.698068,2.531679,10203.915039,2269.843750,1660.161377
647,0,-0.170851,-0.698072,2.544472,10182.580078,2272.306396,1657.824951
648,0,-0.164702,-0.697428,2.556778,10161.148438,2274.619141,1655.482300
649,0,-0.159209,-0.695886,2.568642,10139.498047,2276.797607,1653.126831
650,0,-0.153624,-0.693446,2.580487,10117.682617,2278.606445,1650.940308
651,0,-0.147487,-0.690499,2.591861,10095.682617,2280.216064,1648.894165
652,0,-0.142282,-0.686628,2.603085,10073.390625,2281.554199,1646.927612
653,0,-0.136230,-0.682555,2.613800,10050.988281,2282.749268,1645.161499
654,0,-0.131886,-0.677714,2.624287,10028.194336,2283.677490,1643.288818
655,0,-0.127490,-0.673099,2.634418,10005.349609,2284.471436,1641.792236
656,0,-0.123468,-0.667968,2.644918,9982.457031,2284.839111,1640.570068
657,0,-0.119320,-0.663399,2.654644,9959.462891,2284.863281,1639.609497
658,0,-0.117272,-0.658381,2.664556,9936.204102,2284.950439,1638.582275
659,0,-0.115137,-0.654028,2.674091,9913.137695,2284.625977,1637.865234
660,0,-0.114310,-0.649051,2.683823,9889.840820,2284.195801,1637.036865
661,0,-0.109784,-0.645542,2.693937,9866.787109,2283.240479,1636.761475
662,0,-0.110458,-0.641016,2.702573,9843.787109,2282.305176,1636.268188
663,0,-0.109133,-0.636941,2.711551,9820.788086,2281.119141,1635.776611
664,0,-0.108870,-0.632198,2.719794,9797.855469,2279.712402,1635.229126
665,0,-0.108337,-0.627098,2.728007,9774.962891,2278.225098,1634.601562
666,0,-0.106850,-0.622184,2.735376,9751.930664,2276.562012,1633.758301
667,0,-0.105084,-0.617487,2.742982,9729.116211,2274.667236,1632.828125
668,0,-0.102583,-0.612315,2.749996,9706.152344,2272.738037,1631.833008
669,0,-0.099706,-0.607181,2.756360,9683.372070,2270.818604,1631.125122
670,0,-0.097308,-0.602074,2.762755,9660.492188,2268.712402,1630.041870
671,0,-0.093874,-0.596578,2.768638,9637.734375,2266.463867,1628.997314
672,0,-0.092206,-0.590962,2.774163,9614.925781,2264.321533,1627.527710
673,0,-0.090513,-0.585541,2.779540,9592.350586,2262.069824,1626.469360
674,0,-0.087235,-0.581275,2.784811,9569.699219,2259.814697,1625.152100
675,0,-0.086036,-0.575526,2.789808,9547.169922,2257.644287,1623.692505
676,0,-0.083726,-0.570109,2.794230,9524.627930,2255.378418,1622.247437
677,0,-0.079814,-0.564279,2.798900,9502.160156,2252.948975,1620.741455
678,0,-0.076860,-0.558257,2.803608,9479.523438,2250.576904,1619.085449
679,0,-0.071594,-0.553114,2.808302,9457.000000,2248.123047,1617.281128
680,0,-0.066378,-0.546616,2.813150,9434.251953,2245.697021,1615.321655
681,0,-0.062275,-0.540678,2.817671,9411.275391,2243.253418,1613.225098
682,0,-0.055644,-0.534667,2.822599,9388.204102,2240.948486,1611.263916
683,0,-0.050717,-0.528465,2.827340,9365.106445,2238.618408,1609.416626
684,0,-0.046104,-0.522391,2.832047,9341.998047,2236.333252,1607.681152
685,0,-0.043514,-0.515304,2.836814,9318.780273,2233.948242,1605.811768
686,0,-0.042876,-0.508611,2.840634,9295.426758,2231.704590,1604.060791
687,0,-0.037136,-0.501863,2.845962,9272.163086,2229.172363,1602.383057
688,0,-0.035234,-0.494992,2.850426,9248.734375,2226.679443,1600.612061
689,0,-0.033844,-0.487456,2.854688,9225.209961,2224.342529,1598.888306
690,0,-0.032175,-0.480236,2.859071,9201.755859,2221.746582,1597.413208
691,0,-0.032145,-0.472435,2.863042,9178.034180,2219.130127,1595.581665
692,0,-0.032381,-0.464324,2.866791,9154.364258,2216.402100,1594.124390
693,0,-0.036144,-0.455422,2.869963,9130.539062,2213.566162,1592.224731
694,0,-0.033009,-0.449404,2.874078,9106.526367,2210.153076,1591.154053
695,0,-0.033649,-0.441510,2.877598,9082.522461,2206.928955,1589.660400
696,0,-0.034888,-0.434495,2.881263,9058.164062,2203.404785,1588.281738
697,0,-0.035288,-0.428692,2.885055,9033.875000,2199.708496,1587.097046
698,0,-0.038465,-0.422928,2.888614,9009.201172,2196.110840,1585.947876
699,0,-0.039236,-0.419191,2.892498,8984.538086,2192.290527,1584.888672
700,0,-0.042160,-0.413242,2.896582,8959.711914,2188.629150,1583.889038
701,0,-0.044728,-0.413842,2.900906,8934.383789,2184.666504,1583.302002
702,0,-0.046715,-0.411118,2.904975,8909.043945,2180.859863,1582.795532
703,0,-0.050704,-0.410862,2.909636,8883.504883,2177.039062,1582.232178
704,0,-0.054567,-0.410319,2.914271,8857.801758,2173.246582,1581.904419
705,0,-0.058959,-0.409987,2.918284,8831.744141,2169.337891,1581.324219
706,0,-0.060216,-0.409047,2.922801,8805.774414,2165.343506,1581.299316
707,0,-0.063526,-0.407618,2.926981,8779.108398,2161.160889,1580.702271
708,0,-0.063835,-0.405804,2.931204,8752.441406,2156.899170,1580.399780
709,0,-0.064909,-0.402869,2.935128,8725.422852,2152.582520,1579.943359
710,0,-0.067226,-0.398515,2.939471,8697.991211,2148.342041,1579.515991
711,0,-0.065089,-0.395738,2.942757,8670.891602,2143.648682,1579.063477
712,0,-0.064328,-0.391127,2.946368,8643.544922,2139.034912,1578.687134
713,0,-0.064577,-0.386165,2.949408,8616.001953,2134.389404,1578.076294
714,0,-0.062588,-0.380798,2.952782,8588.773438,2129.542480,1577.691040
715,0,-0.061801,-0.374918,2.955843,8561.319336,2124.526367,1577.014771
716,0,-0.061100,-0.368372,2.959105,8533.845703,2119.515625,1576.581055
717,0,-0.057603,-0.360479,2.961994,8506.542969,2114.336182,1575.582764
718,0,-0.055279,-0.354908,2.964829,8479.025391,2108.887451,1574.925049
719,0,-0.051393,-0.347672,2.967899,8451.632812,2103.420654,1574.165894
720,0,-0.050146,-0.340163,2.970683,8424.491211,2097.923584,1573.398071
721,0,-0.047976,-0.332940,2.973458,8397.339844,2092.149658,1572.482300
